,over,score,batsmen,bowler,comment,score_converted
6427,10.5,1,Tilak Varma,Dwayne Bravo ,"Full length ball, pitching on leg stump, Tilak Varma leg glances it, 1 wide(s) gets added to the extras",1
6428,10.4,2,Tilak Varma,Dwayne Bravo ,"Full length ball, pitching on leg stump, Tilak Varma plays an aggressive front foot flick for 2 runs",2
6429,10.3,1,Hrithik Shokeen,Dwayne Bravo ,"Full length ball, pitching on off stump, Hrithik Shokeen plays an aggressive front foot flick for a single",1
6430,10.2,0,Hrithik Shokeen,Dwayne Bravo ,"Short length ball, pitching outside off stump, Hrithik Shokeen plays a defensive shot on back foot, no run",0
6431,10.1,2,Hrithik Shokeen,Dwayne Bravo ,"Full length ball, pitching outside off stump, Hrithik Shokeen aggressively plays a square drive on the front foot for 2 runs",2
6432,9.6,4,Tilak Varma,Maheesh Theekshana ,"Full length ball, pitching outside off stump, Tilak Varma goes for the cover drive and this gets past the slip fielder for a four!",4
6433,9.5,1,Hrithik Shokeen,Maheesh Theekshana ,"Good length ball, pitching on off stump, Hrithik Shokeen plays an aggressive off drive on the front foot for a single",1
6434,9.4,4,Hrithik Shokeen,Maheesh Theekshana ,"Full length ball, pitching outside off stump, Hrithik Shokeen gets on his knee and elevates this ball over covers, the fielder at deep misses the ball under his hands and it reaches the ropes!",4
6435,9.3,1,Tilak Varma,Maheesh Theekshana ,"Good length ball, pitching on leg stump, Tilak Varma plays an aggressive on drive on the front foot for a single",1
6436,9.2,1,Hrithik Shokeen,Maheesh Theekshana ,"Full length ball, pitching on off stump, Hrithik Shokeen plays an aggressive on drive on the front foot for a single",1
6437,9.1,0,Hrithik Shokeen,Maheesh Theekshana ,"Short of good length ball, pitching outside off stump, Hrithik Shokeen plays a defensive shot on back foot, no run",0
6438,8.6,1,Hrithik Shokeen,Dwayne Bravo ,"Good length ball, pitching on off stump, Hrithik Shokeen leg glances it for a single",1
6440,8.4,1,Hrithik Shokeen,Dwayne Bravo ,"Good length ball, pitching outside off stump, Hrithik Shokeen plays a defensive forward push for a single",1
6442,8.2,2,Hrithik Shokeen,Dwayne Bravo ,"Short of good length ball, pitching outside off stump, Hrithik Shokeen plays an aggressive square drive on back foot for 2 runs",2
6443,8.1,4,Hrithik Shokeen,Dwayne Bravo ,"Good length ball, pitching outside off stump, Hrithik Shokeen angles the bat face and it runs past the slip fielder!",4
6445,7.5,0,Tilak Varma,Simarjeet Singh ,"Short of good length ball, pitching on leg stump, Tilak Varma plays a defensive shot on back foot, no run",0
6446,7.4,0,Tilak Varma,Simarjeet Singh ,"Short of good length ball, pitching on off stump, Tilak Varma plays a defensive shot on back foot, no run",0
6447,7.3,4,Tilak Varma,Simarjeet Singh ,"Short of good length ball, pitching outside leg stump, Tilak Varma glances the ball and guides it to the fine leg ropes!",4
6448,7.2,0,Tilak Varma,Simarjeet Singh ,"Short length ball, pitching outside leg stump, Tilak Varma offers no shot",0
6450,6.6,0,Hrithik Shokeen,Mukesh Choudhary ,"Good length ball, pitching outside off stump, Hrithik Shokeen offers no shot",0
6451,6.5,0,Hrithik Shokeen,Mukesh Choudhary ,"Full length ball, pitching on off stump, Hrithik Shokeen plays a defensive forward push, no run",0
6452,6.4,0,Hrithik Shokeen,Mukesh Choudhary ,"Good length ball, pitching on off stump, Hrithik Shokeen steps down and plays a defensive shot, no run",0
6453,6.3,1,Tilak Varma,Mukesh Choudhary ,"Short of good length ball, pitching on off stump, Tilak Varma plays a defensive back foot push for a single",1
6454,6.3,1,Tilak Varma,Mukesh Choudhary ,"Good length ball, pitching outside leg stump, Tilak Varma leg glances it, 1 wide(s) gets added to the extras",1
6455,6.2,4,Tilak Varma,Mukesh Choudhary ,"Good length ball, pitching outside off stump, Tilak Varma gets an inside for the drive and the ball misses the stumps and gets past the keeper!",4
6457,5.6,1,Tilak Varma,Simarjeet Singh ,"Short of good length ball, pitching on leg stump, Tilak Varma plays a defensive shot on back foot for a single",1
6459,5.4,1,Hrithik Shokeen,Simarjeet Singh ,"Good length ball, pitching on off stump, Hrithik Shokeen plays a defensive forward push for a single",1
6460,5.3,0,Hrithik Shokeen,Simarjeet Singh ,"Good length ball, pitching on leg stump, Hrithik Shokeen steps down and tries to flick the ball! There is a sound when the ball passes the batter and there is an appeal! Umpire raises his hand and Hrithik takes the review straight away. The ball brushes the pads and not the pads! Decision overturned!",0
6461,5.2,0,Hrithik Shokeen,Simarjeet Singh ,"Good length ball, pitching outside off stump, Hrithik Shokeen plays a forward defensive shot and is beaten",0
6463,4.6,1,Hrithik Shokeen,Mukesh Choudhary ,"Short of good length ball, pitching outside leg stump, Hrithik Shokeen uncomfortably steps down and plays a defensive shot, 1 leg bye(s) gets added to the extras",1
6464,4.5,W,Tristan Stubbs, Mukesh Choudhary ,"Good length ball, pitching on off stump, The ball swings in and strikes the pad of Tristan Stubbs!  WICKET!! Tristan Stubbs lbw Mukesh Choudhary (Mumbai Indians 33 Runs for 4 wickets)",8
6465,4.4,0,Tristan Stubbs,Mukesh Choudhary ,"Full toss ball, outside off stump, Tristan Stubbs uncomfortably plays an aggressive cover drive on the front foot, no run",0
6466,4.3,W,Daniel Sams,Mukesh Choudhary ,"Good length ball, pitching on off stump, Daniel Sams attempts to nudge the ball, but the swinging delivery hits his pads! LBW appeal and given OUT! MI reviews it but they lose the review as there are three reds! WICKET! Daniel Sams lbw Mukesh Choudhary (Mumbai Indians 33 Runs for 3 wickets)",8
6467,4.2,0,Daniel Sams,Mukesh Choudhary ,"Full toss ball, outside off stump, Daniel Sams plays an aggressive off drive on the front foot, straight to the fielder",0
6468,4.1,0,Daniel Sams,Mukesh Choudhary ,"Good length ball, pitching outside off stump, Daniel Sams plays an aggressive off drive on the front foot and is beaten",0
6469,4.1,1,Daniel Sams,Mukesh Choudhary ,"Short of good length ball, pitching outside leg stump, Daniel Sams leg glances it, 1 wide(s) gets added to the extras",1
6470,3.6,0,Tilak Varma,Simarjeet Singh ,"Short of good length ball, pitching outside off stump, Tilak Varma offers no shot",0
6471,3.5,1,Daniel Sams,Simarjeet Singh ,"Short of good length ball, pitching outside off stump, Daniel Sams plays an aggressive cut shot for a single",1
6472,3.4,1,Tilak Varma,Simarjeet Singh ,"Good length ball, pitching on leg stump, Tilak Varma plays a forward defensive shot for a single",1
6473,3.3,W,Rohit Sharma,Simarjeet Singh ,"Good length ball, pitching on off stump, Rohit Sharma leaves his bat for the defence and the swinging away delivery feathers the bat and the keeper takes this catch! WICKET!! Rohit Sharma c MS Dhoni b Simarjeet Singh (Mumbai Indians 30 Runs for 2 wickets)",8
6474,3.3,5,Rohit Sharma,Simarjeet Singh ,"Short length ball, pitching outside off stump, The ball gets past Rohit Sharma and keeper for 5 wide(s) ",5
6476,3.1,4,Rohit Sharma,Simarjeet Singh ,"Good length ball, pitching outside off stump, Rohit Sharma provides the full face of the bat and drives it straight down the ground!",4
6477,2.6,1,Rohit Sharma,Mukesh Choudhary ,"Short of good length ball, pitching outside leg stump, Rohit Sharma leg glances it for a single",1
6480,2.4,4,Rohit Sharma,Mukesh Choudhary ,"Good length ball, pitching on off stump, Rohit Sharma nudges this ball aerially past the bowler and its a four!",4
6482,2.2,4,Rohit Sharma,Mukesh Choudhary ,"Full length ball, pitching on leg stump, Rohit Sharma moves across and smacks this ball over the leaping mid-off fielder!",4
6483,2.1,0,Rohit Sharma,Mukesh Choudhary ,"Good length ball, pitching on leg stump, Rohit Sharma uncomfortably plays a forward defensive shot, no run, Appeal from the fielding side",0
6484,1.6,0,Daniel Sams,Simarjeet Singh ,"Short length ball, pitching outside off stump, Daniel Sams plays a defensive back foot push and is beaten",0
6486,1.4,4,Rohit Sharma,Simarjeet Singh ,"Good length ball, pitching outside off stump, Rohit Sharma lifts this ball over the mid-off fielder and gets a boundary!",4
6487,1.3,0,Rohit Sharma,Simarjeet Singh ,"Full length ball, pitching on off stump, Rohit Sharma plays an aggressive off drive on the front foot, straight to the fielder",0
6488,1.2,0,Rohit Sharma,Simarjeet Singh ,"Short of good length ball, pitching outside off stump, Rohit Sharma plays a defensive back foot push and is beaten",0
6490,0.6,0,Daniel Sams,Mukesh Choudhary ,"Good length ball, pitching on leg stump, Daniel Sams uncomfortably leg glances it, no run",0
6491,0.5,W,Ishan Kishan, Mukesh Choudhary ,"Good length ball, pitching outside off stump, Ishan Kishan tries to drive the ball through covers and the ball swings away and carries the ball to the keeper from the outside edge! WICKET!! Ishan Kishan c MS Dhoni b Mukesh Choudhary (Mumbai Indians 6 Runs for 1 wickets)",8
6492,0.4,0,Ishan Kishan,Mukesh Choudhary ,"Good length ball, pitching outside off stump, Ishan Kishan aggressively plays a square drive on the front foot and is beaten",0
6493,0.3,2,Ishan Kishan,Mukesh Choudhary ,"Good length ball, pitching outside off stump, Ishan Kishan plays an aggressive cover drive on the front foot for 2 runs",2
6494,0.2,4,Ishan Kishan,Mukesh Choudhary ,"Full length ball, pitching outside off stump, Ishan Kishan leans forward and caresses this ball through covers for a four!",4
6495,17.6,6,Rishabh Pant,Yuzvendra Chahal ,"Full length ball, pitching outside off stump, Rishabh Pant dances down the track and thwacks this ball over extra covers! 3 from 12 is the equation now!",6
6496,17.5,0,Rishabh Pant,Yuzvendra Chahal ,"Good length ball, pitching outside off stump, Rishabh Pant offers no shot",0
6497,17.4,6,Rishabh Pant, Yuzvendra Chahal ,"Full length ball, pitching outside off stump, Rishabh Pant steps down and lofts this over long-off for a maximum.",6
6498,17.3,1,David Warner,Yuzvendra Chahal ,"Full length ball, pitching outside off stump, David Warner plays an aggressive cover drive on the front foot for a single",1
6499,17.2,1,Rishabh Pant,Yuzvendra Chahal ,"Full length ball, pitching on off stump, Rishabh Pant plays a slog sweep for a single",1
6500,16.6,0,David Warner,Trent Boult ,"Full length ball, pitching outside off stump, David Warner plays an aggressive cut shot, straight to the fielder",0
6501,16.5,4,David Warner,Trent Boult ,"Short of good length ball, pitching on off stump, David Warner rolls his wrists and pulls this behind square on the legside for four",4
6502,16.4,1,Mitchell Marsh,Trent Boult ,"Short length ball, pitching outside leg stump, Mitchell Marsh plays an aggressive pull shot on the back foot for a single",1
6503,16.3,6,Mitchell Marsh, Trent Boult ,"Short of good length ball, pitching outside leg stump, Mitchell Marsh smokes this ball to the second tier of deep mid-wicket!",6
6504,16.2,4,Mitchell Marsh,Trent Boult ,"Short of good length ball, pitching on leg stump, Mitchell Marsh powers the pull to the square leg ropes for four.",4
6505,16.1,0,Mitchell Marsh,Trent Boult ,"Good length ball, pitching on leg stump, Mitchell Marsh plays an aggressive pull shot on the front foot and is beaten",0
6506,15.6,1,Mitchell Marsh,Ravichandran Ashwin ,"Full length ball, pitching on leg stump, Mitchell Marsh plays an aggressive front foot flick for a single",1
6507,15.6,1,Mitchell Marsh,Ravichandran Ashwin ,"Good length ball, pitching outside leg stump, Mitchell Marsh offers no shot, 1 wide(s) gets added to the extras",1
6508,15.5,1,David Warner,Ravichandran Ashwin ,"Short of good length ball, pitching on off stump, David Warner plays a defensive back foot push for a single",1
6510,15.3,6,Mitchell Marsh,Ravichandran Ashwin ,"Short of good length ball, pitching outside off stump, Mitchell Marsh powerfully pulls this ball towards the longer boundary and it just clears the ropes!",6
6511,15.2,1,David Warner,Ravichandran Ashwin ,"Good length ball, pitching on off stump, David Warner leg glances it for a single",1
6512,15.1,4,David Warner, Ravichandran Ashwin ,"Short of good length ball, pitching on off stump, David Warner rocks back and pulls this between long-on and deep mid-wicket for four.",4
6513,14.6,1,David Warner,Yuzvendra Chahal ,"Short of good length ball, pitching on off stump, David Warner plays an aggressive on drive off the back foot for a single",1
6514,14.6,1,David Warner,Yuzvendra Chahal ,"Full length ball, pitching outside leg stump, David Warner plays a sweep shot, 1 wide(s) gets added to the extras",1
6515,14.5,1,Mitchell Marsh,Yuzvendra Chahal ,"Good length ball, pitching on leg stump, Mitchell Marsh uncomfortably plays a defensive back foot push for a single",1
6516,14.4,1,David Warner,Yuzvendra Chahal ,"Good length ball, pitching on off stump, David Warner plays an aggressive pull shot on the back foot for a single",1
6517,14.2,1,Mitchell Marsh,Yuzvendra Chahal ,"Short of good length ball, pitching outside off stump, Mitchell Marsh plays an aggressive cover drive on the back foot for a single",1
6518,14.1,0,Mitchell Marsh,Yuzvendra Chahal ,"Short of good length ball, pitching outside off stump, Mitchell Marsh uncomfortably plays an aggressive cover drive on the back foot, no run",0
6519,13.6,1,Mitchell Marsh,Kuldeep Sen ,"Good length ball, pitching outside off stump, Mitchell Marsh plays an aggressive on drive on the front foot for a single",1
6520,13.5,0,Mitchell Marsh,Kuldeep Sen ,"Short of good length ball, pitching on off stump, Mitchell Marsh uncomfortably plays an aggressive pull shot on the back foot, no run",0
6521,13.4,1,David Warner,Kuldeep Sen ,"Short length ball, pitching outside leg stump, David Warner uncomfortably plays an aggressive pull shot on the back foot for a single",1
6522,13.3,4,David Warner,Kuldeep Sen ,"Good length ball, pitching outside off stump, David Warner slaps this ball and it beats the covers fielder to reach the ropes!",4
6523,13.2,0,David Warner,Kuldeep Sen ,"Short of good length ball, pitching outside off stump, David Warner plays an aggressive cover drive on the back foot, straight to the fielder",0
